p_name,unit,dollar,dirham,euro,type,tradingTypeCode
Ductile Iron Flanged Gate Valve for Drinking Water,PCS,200,734,172,SPARE PARTS,25
UL Listed OS&Y Type Cast Steel Flanged Gate Valve,PCS,219,803.73,188.34,SPARE PARTS,25
Screw NPT or Bsp Ends,PCS,145,532.15,124.7,SPARE PARTS,25
RF Industrial Flanged Ball Valve (Q41F-16P),PCS,15.8,57.99,13.59,SPARE PARTS,25
Mounted Trunnion Ball Valve with Flange RF Ends,PCS,50,183.5,43,SPARE PARTS,25
PVC Plastic Diaphragm Valve/Ball,PCS,120,440.4,103.2,SPARE PARTS,25
API 6D Industrial Swing Check Valve,PCS,48,176.16,41.28,SPARE PARTS,25
Forged Steel Flanged Swing Check Valve,PCS,299,1097.33,257.14,SPARE PARTS,25
Lug Plastic PVC Butterfly Valve by ANSI,PCS,9,33.03,7.74,SPARE PARTS,25
Casting Steel Flanged Industrial Globe Valve,PCS,80000,293600,68800,SPARE PARTS,25
Wafer Motorized Industrial Butterfly Valve,PCS,15,55.05,12.9,SPARE PARTS,25
Pneumatic Diaphragm Valve,PCS,5,18.35,4.3,SPARE PARTS,25
Flange RF or Bw Cast & Forged Wedge Gate Valve,PCS,145,532.15,124.7,SPARE PARTS,25
Flanged Butterfly Control Valve,PCS,980,3596.6,842.8,SPARE PARTS,25
Wafer Type Butterfly Valve with Gear Operator,PCS,39.9,146.43,34.31,SPARE PARTS,25
Flange Split-Body Carbon Steel Trunnion Ball Valve,PCS,2000,7340,1720,SPARE PARTS,25
Swing Type PVC Plastic Water Check Valve,PCS,20,73.4,17.2,SPARE PARTS,25
Double Eccentric Flanged Butterfly Valve,PCS,100,367,86,SPARE PARTS,25
Pharmacy Industrial Sanitary Diaphram Valve,PCS,40,146.8,34.4,SPARE PARTS,25
CPVC Worm Gear Butterfly Valve,PCS,82,300.94,70.52,SPARE PARTS,25
Pneumatic Solenoid Pulse Valve,PCS,70,256.9,60.2,SPARE PARTS,25
150 Lb Casting Stainless Steel Flanged,PCS,80000,293600,68800,SPARE PARTS,25
DIN Wcb Flanged Globe Valve,PCS,10,36.7,8.6,SPARE PARTS,25
Forged Steel Sw Industrial Globe Valve,PCS,80000,293600,68800,SPARE PARTS,25
3A Pharmaceutical Diaphragm Valve,PCS,500,1835,430,SPARE PARTS,25
PVC Pneumatic Ball Valve,PCS,50,183.5,43,SPARE PARTS,25
Double Shaft Soft Seat Wafer Butterfly Valve,PCS,980,3596.6,842.8,SPARE PARTS,25
Carbon Steel Lug Industrial Check Valve,PCS,299,1097.33,257.14,SPARE PARTS,25
Rising Stem Flanged Industrial Gate Valve,PCS,10,36.7,8.6,SPARE PARTS,25
Cast Carbon Steel Rinsing Stem Gate Valve,PCS,220,807.4,189.2,SPARE PARTS,25
Back Wash Filter Automatic Valve,SETS,53,194.51,45.58,SPARE PARTS,25
ANSI 300lb Stainless Steel Industrial Gate Valve,PCS,10,36.7,8.6,SPARE PARTS,25
[817m40+Q/T] Forged Roundآ Steel,TONS,1250,4587.5,1075,STEEL (2),5
300 Series Building Material Stainlessآ Steelآ Tube,TONS,500,1835,430,STEEL (2),5
301/1cr17ni7/SUS301 Popular Produce 0.3-3mm Thick Cold Rollsed Grade Stainlessآ Steel,TONS,4500,16515,3870,STEEL (2),5
304/304L 2b Stainlessآ Steelآ Sheet,TONS,3000,11010,2580,STEEL (2),5
AISI D2 / Cr12Mo1V1/1.2379/SKD11 Tool Steelآ Bar,TONS,3000,11010,2580,STEEL (2),5
Aiyia Galvanizedآ Steelآ Coil/Sheet/Plate/Strip,TONS,900,3303,774,STEEL (2),5
Aiyia Hot Dipped Galvanized/Galvalumeآ Steel Coil/Sheet/Plate/Strip  Hdgi  Electrogalvanizingآ Steelآ Coil,TONS,900,3303,774,STEEL (2),5
Alu Zinc Coatedآ Steel,TONS,730,2679.1,627.8,STEEL (2),5
ASTM4140 GB42crmo ASTM4135 GB35crmo and Alloy Steelآ Bar,TONS,1190,4367.3,1023.4,STEEL (2),5
ASTM4140 GB42crmo ASTM4135 GB35crmo and Cold Drawn Squareآ Steelآ Bar,TONS,1190,4367.3,1023.4,STEEL (2),5
Blackآ Steelآ Tube,TONS,1300,4771,1118,STEEL (2),5
Building Materials Hot Rollsed Channelآ Steel,TONS,580,2128.6,498.8,STEEL (2),5
C45 1045 1018 1010 1020 1035 1040 1050 Carbonآ Steel,TONS,820,3009.4,705.2,STEEL (2),5
Classical Public Application Strong Angleآ Steelآ Power,SETS,1200,4404,1032,STEEL (2),5
Cold Rollsed Siliconآ Steelآ Grain Oriented and Non-Oriented,TONS,800,2936,688,STEEL (2),5
Cold Rollsed Square Sharp Edge/Corner Radius Wire Stainless Flatآ Steel,TONS,6000,22020,5160,STEEL (2),5
Cold Rollsedآ Steelآ Coilآ Steelآ Plateآ Steelآ Sheets (CR Coil),TONS,600,2202,516,STEEL (2),5
Color Pre-Painted Stainless Galvanizedآ Steelآ Sheets,MTS,900,3303,774,STEEL (2),5
D2 1.2379 D3 1.2080 D6 1.2436 H13 1.2344 Toolآ Steel,TONS,2500,9175,2150,STEEL (2),5
D3 1.2080 Cr12 Cold Workآ Steel,PCS,3300,12111,2838,STEEL (2),5
DIN 1.2344 H13 4Cr5MoSiV1 Hot Workآ Steel,TONS,2600,9542,2236,STEEL (2),5
Double Wall Copper Coatedآ Steelآ Tube,TONS,1300,4771,1118,STEEL (2),5
Flatآ Steelآ Sheet,TONS,800,2936,688,STEEL (2),5
Galvalumeآ Steelآ Coil,KGS,1000,3670,860,STEEL (2),5
Galvanized Roundآ Steelآ Pipe,TONS,500,1835,430,STEEL (2),5
Galvanizedآ Steelآ Strip/Galvanized Coils/Galvanizedآ Steel Sheet,TONS,450,1651.5,387,STEEL (2),5
Galvanizedآ Steel/Galvanizedآ Steelآ Strip/Galvanizedآ Steelin Coils/Steelآ Sheet,TONS,460,1688.2,395.6,STEEL (2),5
Gi PPGI and PPGL Prepainted Galvanized and Galvalume Steelآ Coil,TONS,680,2495.6,584.8,STEEL (2),5
High Quality Cold Formed Galvanized Z Section Channel Steel,TONS,900,3303,774,STEEL (2),5
High Quality Low-Alloy High-Strength Carbonآ Steel Sheets Q345A 16mn,TONS,660,2422.2,567.6,STEEL (2),5
High-Quality Hot Dipped Galvalumeآ Steelآ in Coil,PCS,1000,3670,860,STEEL (2),5
Precision Machining Casting Parts Aluminum Brassآ Steel,PCS,20,73.4,17.2,STEEL (2),5
Prefab House ofآ Steelآ Frame Aircraft Hangars with AISI/ASTM/BS-En/DIN/GB/JIS/Ipeآ Steelآ Work,TONS,70,256.9,60.2,STEEL (2),5
Premium Quality Q235B  Q345b Flat Mildآ Steel,TONS,800,2936,688,STEEL (2),5
Prepainted Galvanizedآ Steelآ Coil PPGI PPGL Factory,TONS,800,2936,688,STEEL (2),5
Prepainted Galvanizedآ Steelآ Color Coated Sheet,TONS,800,2936,688,STEEL (2),5
Prime Non-Grain Oriented Siliconآ Steelآ CRNGO,TONS,495,1816.65,425.7,STEEL (2),5
PVD Gold Color Stainlessآ Steelآ Sheet 201 8K Mirror Finish Stainlessآ Steelآ 1240X2500 mm,TONS,1700,6239,1462,STEEL (2),5
Q235B Mildآ Steel  Low Carbonآ Steelآ Round/Flatآ Steel  Cathode Bar,TONS,100,367,86,STEEL (2),5
Quality Guaranted Hot Rollsed Galvalumeآ Steel,TONS,460,1688.2,395.6,STEEL (2),5
S136/1.2083/420 Hot Rollsed Specialآ Steelآ Plate,TONS,1600,5872,1376,STEEL (2),5
Shanghai Secco Petrochemical Prefabricated Structural Steel,TONS,800,2936,688,STEEL (2),5
Shelf Perforated Angleآ Steel,TONS,480,1761.6,412.8,STEEL (2),5
SKD1 AISI D3 Mouldآ Steelآ 1.2080,TONS,3500,12845,3010,STEEL (2),5
St37 Hot Rollsed Carbonآ Steelآ (Mild) Billet/Bar  Cathode Bar,TONS,1000,3670,860,STEEL (2),5
Stainlessآ Steel,TONS,3000,11010,2580,STEEL (2),5
Structuralآ Steelآ Profiles Carbon U Beamآ Steelآ U Profile Steelآ (Q235  SS400  ASTM A36  ST37  S235jr  S355jr),TONS,800,2936,688,STEEL (2),5
Undermount 304 Stainlessآ Steelآ Kitchen Sink,PCS,15,55.05,12.9,STEEL (2),5
Wholesale Cheap Price D2 Cr12MOV SKD11 Forgedآ Steel Flat Bar,TONS,1500,5505,1290,STEEL (2),5
CNC Table Type Industry Plasma Cutting Machine for Carbon Steel,SETS,13500,49545,11610,Steel industry machinery,27
CNC Flat Steel Processing Machine for Steel Tower Industry,PCS,10000,36700,8600,Steel industry machinery,27
Low Energy Consumption Continuous Casting Machine (CCM) for Steel Making Industries,PCS,150000,550500,129000,Steel industry machinery,27
Industry Round Steel Bar Peeling Machine,SETS,160000,587200,137600,Steel industry machinery,27
C Shaped Cable Tray Industry Roll Forming Machine Light Gauge Steel Frame Machine,SETS,30000,110100,25800,Steel industry machinery,27
500W Die Board Laser Cutting Machine in Steel Industry,SETS,180000,660600,154800,Steel industry machinery,27
Auto Parts Industry for Stainless Steel and Carbon Steel Cutting Machine,PCS,80000,293600,68800,Steel industry machinery,27
Sg80nc Tube Processing Industry Hydraulic Steel Pipe End Forming Machine,PCS,12000,44040,10320,Steel industry machinery,27
CNC Heavy Industry Steel Milling Machining Center Machine,SETS,98000,359660,84280,Steel industry machinery,27
Best Popular Shot Blasting Machine for Heavy Industry Structure Steel,PCS,90000,330300,77400,Steel industry machinery,27
Steel Induction Coil Heating Machine for Industry,PCS,4800,17616,4128,Steel industry machinery,27
Steel Plate CNC Punching Marking Machine for Steel Tower Industry,PCS,69900,256533,60114,Steel industry machinery,27
High Precision Automotive Industry Steel Pipe Production Machine,PCS,25900,95053,22274,Steel industry machinery,27
Automatic Stainless Steel Laser Welding Machine for Hardware Industry Welding,SETS,12000,44040,10320,Steel industry machinery,27
CNC Table Type Industry Plasma Cutting Machine for Carbon Steel,PCS,48000,176160,41280,Steel industry machinery,27
Stainless Steel Industry Pipe Welding Machine for Water Pipe,SETS,300000,1101000,258000,Steel industry machinery,27
China Biggest Industry Round Steel Bar Peeling Machine,PCS,200000,734000,172000,Steel industry machinery,27
Carbon Steel Cutting Machine Used in Industry,PCS,80000,293600,68800,Steel industry machinery,27
Metal Fiber Laser Cutting Machine for Steel Design Industry,PCS,45000,165150,38700,Steel industry machinery,27
High Precision CNC Laser Wood Nonmetal Metal Steel Cutting Machine,PCS,16000,58720,13760,Steel industry machinery,27
CNC Laser Cutting Machine 500W 1000W 1500W 2000W for Metal Steel From China,SETS,90000,330300,77400,Steel industry machinery,27
Cheap Aluminum Stainless Steel Metal Fiber Laser Cutting Machine Price,PCS,59000,216530,50740,Steel industry machinery,27
Carbon Steel Ss Metal Fiber Laser Cutting Machine 3000*1500mm,PCS,290000,1064300,249400,Steel industry machinery,27
1000W Stainless Steel Fiber Laser Cutting Machine,PCS,80000,293600,68800,Steel industry machinery,27
Prefabricated Workshop Building for Industry Design Warehouse Light Steel Structure,SQUARE METERS,78,286.26,67.08,Steel industry machinery,27
PPGI Whiteboard Steel From Senko Industry,TONS,2000,7340,1720,Steel industry machinery,27
CNC Machining Stainless Steel Body for Fiber Optics Industry,PCS,1,3.67,0.86,Steel industry machinery,27
High Quality Porcelain Whiteboard Steel From Senko Industry,TONS,2000,7340,1720,Steel industry machinery,27
Zinc Coated Hot Dipped Galvanized Corrugated Steel Roofing Sheet for Industry Plate,TONS,900,3303,774,Steel industry machinery,27
ASTM 201 304 316L 310S 321 S31803 Welded/Seamless Stainless Steel Pipe for Decoration and Industry,TONS,3000,11010,2580,Steel industry machinery,27
Stainless Steel Stirrer for Beverage Industry,PCS,25,91.75,21.5,Steel industry machinery,27
316 Stainless Steel Used in Medical Equipment & Food Industry,TONS,2800,10276,2408,Steel industry machinery,27
Zinc Coated Steel Coil Gi Steel From Hannstar Industry,TONS,850,3119.5,731,Steel industry machinery,27
Prd Steel Building for Light Industry Workshop (SHS-mh-workshop003),SQUARE METERS,75,275.25,64.5,Steel industry machinery,27
Steel Building for Light Industry,SQUARE METERS,48,176.16,41.28,Steel industry machinery,27
Galvanized Industry Floor Steel Grilles for Walkway Platform,PCS,15,55.05,12.9,Steel industry machinery,27
Round Stpg370-S Seamless Carbon Steel Pipe for Gas Industry,TONS,490,1798.3,421.4,Steel industry machinery,27
0.13-0.8mm PPGI Pre-Painted 840mm Width Roofing Steel for Building Industry,MS,3.5,12.85,3.01,Steel industry machinery,27
Spring Flat Steel Sup9a for Automobile Industry H51600,KGS,3.9,14.31,3.35,Steel industry machinery,27
PPGI Color Coated Prepainted Galvanized Steel for Industry,TONS,720,2642.4,619.2,Steel industry machinery,27
Banding Stainless Steel for Signs Poles Industry Steel Cable Ties,PCS,9,33.03,7.74,Steel industry machinery,27
Zinc Coated Galvanized Corrugated Steel Sheet (DX51D) for Industry,TONS,800,2936,688,Steel industry machinery,27
Hest Quality Rectangular Tube Square Steel From Hannstar Industry,TONS,600,2202,516,Steel industry machinery,27
High Quality Carbon Steel Wire Rod for Drawing Building Industry,TONS,1000,3670,860,Steel industry machinery,27
Aiyia Galvanized Steel Coil/Sheet/Plate/Strip Made in China,TONS,900,3303,774,Steel industry machinery,27
"[817m40+Q/T] Forged Round Steel with Fixed Length, Round Bar",TONS,1250,4587.5,1075,Steel industry machinery,27
Stainless Steel 201,TONS,1600,5872,1376,Steel industry machinery,27
Austenitic Stainless Steel Pipes/Tubes,KGS,25,91.75,21.5,Steel industry machinery,27
"Plate Steel Bar, Forging Plate, [4340], Alloy Forged Steels",TONS,1249,4583.83,1074.14,Steel industry machinery,27
"Stainless Steel Square Tube, Stainless Steel Pipe",TONS,2900,10643,2494,Steel industry machinery,27
GB/JIS/En Hot Rolled H Beam Price/H Beam Steel,TONS,850,3119.5,731,Steel industry machinery,27
Galvanized Steel (Big Spangle),TONS,750,2752.5,645,Steel industry machinery,27
St44 Pipe Exporting Seamless Carbon Steel,TONS,640,2348.8,550.4,Steel industry machinery,27
"API Casting Pipe ASTM A53 Gr. B A179, A192 4'' Sch10s API Carbon Steel Pipe Seamless Steel",TONS,1000,3670,860,Steel industry machinery,27
1020 C20 S20c Steel Tube / Steel Pipe / Square Bar,TONS,1200,4404,1032,Steel industry machinery,27
China Ss Pipe Stainless Steel,TONS,1950,7156.5,1677,Steel industry machinery,27
Heavy Hollow-Section-Pipe-Steel-Galvanized-Steel for Construction,TONS,650,2385.5,559,Steel industry machinery,27
Cold Drawn Precision Seamless Steel Pipe for Mechanical Processing,TONS,800,2936,688,Steel industry machinery,27
"Hot Rolled Ms Bend Steel Pipes Fittings ERW ASTM A53 Grb 34""X14.3mm Thick X 12mtr China Factory",TONS,970,3559.9,834.2,Steel industry machinery,27
Galvalume Steel Gl Steel Used for Corrugated Tile Sheet From Manufactory,TONS,900,3303,774,Steel industry machinery,27
Carbon Steel Hot Dipped Galvanized Square Pipe Hot Rolled Carbon Steel,TONS,800,2936,688,Steel industry machinery,27
1.0503 1045 High Carbon Steel Bar,PCS,999,3666.33,859.14,Steel industry machinery,27
IMC Pregalvanized Steel,PCS,14,51.38,12.04,Steel industry machinery,27
Round Square and Rectangular Hollow Section Steel,TONS,800,2936,688,Steel industry machinery,27
310S Stainelss Steel Capillary Tube,TONS,2000,7340,1720,Steel industry machinery,27
201 Stainless Steel Used in Decorative Tubes,TONS,2800,10276,2408,Steel industry machinery,27
Prefab Modular Steel Structure Workshop for Industry,SQUARE METERS,50,183.5,43,Steel industry machinery,27
Well Design Qingdao Steel Structure Construction Workshop for Industry,SQUARE METERS,55,201.85,47.3,Steel industry machinery,27
Cheap Industry Steel Workshop,SQUARE METERS,58,212.86,49.88,Steel industry machinery,27
Anti-Corrosion Chemical Industry Steel Workshop,SQUARE METERS,68,249.56,58.48,Steel industry machinery,27
Anti-Corrosion Chemical Industry Prefab Steel Frame Construction Workshop with Nice Design,SQUARE METERS,80,293.6,68.8,Steel industry machinery,27
Prefabricated Light Steel Structural Industry for Feed Mill Workshop,SQUARE METERS,86,315.62,73.96,Steel industry machinery,27
Heavy Steel Structure Workshop for Industry Plant,SQUARE METERS,77,282.59,66.22,Steel industry machinery,27
Prefabricated Steel Structure Workshop for Industry Warehouse,SQUARE METERS,220,807.4,189.2,Steel industry machinery,27
Light Steel Structure Workshop for Modern High-Tech Industry,SQUARE METERS,40,146.8,34.4,Steel industry machinery,27
Industry Steel Frame Workshop Buildings with Crane,SQUARE METERS,90,330.3,77.4,Steel industry machinery,27
Steel Structure Shed and Workshop for Industry (ZY241),SQUARE METERS,57,209.19,49.02,Steel industry machinery,27
Factory Plant Construction Light Steel Structure Industry Workshop,SQUARE METERS,79,289.93,67.94,Steel industry machinery,27
Prefab and Light Steel Structure Workshop for Heavy Industry (KXD-39),SQUARE METERS,90,330.3,77.4,Steel industry machinery,27
Customized Workshop for Industry with H Columns and I Beams Steel Structure,SQUARE METERS,110,403.7,94.6,Steel industry machinery,27
Painted Steel Structrue Workshop for Logistic Industry,SQUARE METERS,216,792.72,185.76,Steel industry machinery,27
Prefabricated Steel Structure Industry Workshop (Q345B/Q235B),SQUARE METERS,85,311.95,73.1,Steel industry machinery,27
Cheap Industry Steel Structure Workshop,SQUARE METERS,60,220.2,51.6,Steel industry machinery,27
Nice Design Steel Structure Workshop for Industry,SQUARE METERS,80,293.6,68.8,Steel industry machinery,27
Customized Galvanized Steel Structure Industry Building Workshop,SQUARE METERS,74,271.58,63.64,Steel industry machinery,27
Light Steel Industry Workshop,SQUARE METERS,56,205.52,48.16,Steel industry machinery,27
Prefabricated Light Steel Structure Sectional Food Industry Workshop (KXD-118),SQUARE METERS,81,297.27,69.66,Steel industry machinery,27
Shearing Blade in Steel Industry with Ce and ISO,PCS,90,330.3,77.4,Steel industry machinery,27
Metal Shearing Blades in Steel Industry,PCS,250,917.5,215,Steel industry machinery,27
Industrial Shearing Blades for Rubber Cutting Industry,PCS,1,3.67,0.86,Steel industry machinery,27
Industirla Cutting Cardboard Blade/Paper Blade Knife Carton Cutting Blade Paper Industry Shear Cutting Blade,PCS,1,3.67,0.86,Steel industry machinery,27
Hobby Blade/Carbon Steel X-Acto Hobby Blades (57494),PCS,1,3.67,0.86,Steel industry machinery,27
Roll Shear Blades for Industrial Cutting Machine,PCS,34,124.78,29.24,Steel industry machinery,27
Shearing Machine Blade for Cutting Stainless Steel Sheet,PCS,35,128.45,30.1,Steel industry machinery,27
"Shearing Machine Blade, Cutting Machine Blade for Slitting Thin Steel",PCS,47,172.49,40.42,Steel industry machinery,27
Customized Non-Standard Special Shaped Blade - 1,PCS,10,36.7,8.6,Steel industry machinery,27
Metal Cutting Blade for Vairous Industry Cutting Machine,PCS,199,730.33,171.14,Steel industry machinery,27
Good Quality Cutting Blade/Rolling Blade/Shearing Blade,PCS,5.8,21.29,4.99,Steel industry machinery,27
Hardness Alloy Blade/Cutting Blade/Rolling Blade,PCS,5.6,20.55,4.82,Steel industry machinery,27
304 316 316L 321 Seamless Stainless Steel Pipe for Decoration,TONS,2000,7340,1720,Steel industry machinery,27
Hot Dipped Galvanized Steel Pipe,TONS,730,2679.1,627.8,Steel industry machinery,27
Round/Square SUS201 304 316 310S S31803 Stainless Steel Pipe for Decoration,TONS,2800,10276,2408,Steel industry machinery,27
"SUS304, 316stainless Steel Pipe Ship From Indonesia, Avoid The Anti-Dumping",TONS,2900,10643,2494,Steel industry machinery,27
304 Stainless Steel Welded Tube Welded Pipe Decorative Welded Pipe,TONS,3100,11377,2666,Steel industry machinery,27
Grade 20 Seamless Steel Pipe,TONS,1000,3670,860,Steel industry machinery,27
ASTM A106 Gr. B Seamless Steel Pipe,TONS,500,1835,430,Steel industry machinery,27
Galvanized Steel Pipe with Square Hollow Section/Galvanized Square Steel Pipe/Square Pipe,TONS,750,2752.5,645,Steel industry machinery,27
Stainless Steel Heat Exchanger Bolier Seamless Tube and Pipe,TONS,7700,28259,6622,Steel industry machinery,27
ERW Steel Pipe/High Frequency Welded Square/Rectangualr Steel Pipe,TONS,600,2202,516,Steel industry machinery,27
Cold Rolled SUS304 Stainless Steel Tube/Pipe,TONS,3800,13946,3268,Steel industry machinery,27
API 5L/ ASTM A106 Carbon Seamless Steel Pipe,TONS,700,2569,602,Steel industry machinery,27
UL FM Carbon Galvanzied Steel Pipe for Fire Sprinkler Fighting,TONS,480,1761.6,412.8,Steel industry machinery,27
Huaye Grade 201 304 Prime Stainless Steel Pipes for Decoration,TONS,2970,10899.9,2554.2,Steel industry machinery,27
Top Quality Inox Plumbing Sanitary 304 316 Stainless Steel Pipe,PCS,0.5,1.84,0.43,Steel industry machinery,27
High Quality Duplex 201 304L 316L 309S 310S 2205 Seamless and Welded Stainless Steel Pipe,TONS,2536,9307.12,2180.96,Steel industry machinery,27
ERW/HFW/HFI Steel Pipe API 5L/SANS719/AS/NZS1163 GR. B C350,TONS,520,1908.4,447.2,Steel industry machinery,27
AISI 304 Hot Rolled Seamless Stainless Steel Pipe,TONS,1980,7266.6,1702.8,Steel industry machinery,27
ASTM A213 TP304 Tp316L Tp310s 309S 904L Seamless Stainless Steel Pipe,TONS,1200,4404,1032,Steel industry machinery,27
304 316L 321 2205 310 904L Metal Seamless Stainless Steel Line Pipe Supplier in Wenzhou,TONS,3000,11010,2580,Steel industry machinery,27
Carbon Steel Seamless Pipe/ Seamless Tube/Iron Pipe/Round Steel Pipe,TONS,810,2972.7,696.6,Steel industry machinery,27
ASTM A106 Gr B Sch 40 Steel Seamless Pipe,TONS,900,3303,774,Steel industry machinery,27
DIN 17175/St 35.8/Ss400/A106/A53 Carbon Seamless Steel Pipes,TONS,880,3229.6,756.8,Steel industry machinery,27
Stainless Steel Pipe with Factory Direct Sale Price,TONS,880,3229.6,756.8,Steel industry machinery,27
Stainless Steel Welded Pipe/Stainless Steel Pipe/Pipe,TONS,2500,9175,2150,Steel industry machinery,27
Carbon Steel Seamless Pipe (ASTM A106 GR. B/ASME SA106 GR. B/API 5L GR. B),PCS,10,36.7,8.6,Steel industry machinery,27
Stainless Steel Cold Rolled Seamless Pipe (300/400/600 Series),TONS,2389,8767.63,2054.54,Steel industry machinery,27
Stainless Steel Pipe for Electric Heater,TONS,2600,9542,2236,Steel industry machinery,27
AISI 316 316L 304 Seamless Stainless Steel Pipe Price,TONS,2500,9175,2150,Steel industry machinery,27
OCTG API 5CT J55/K55/L80/N80/P110 Oil/Water Casing Pipe,TONS,650,2385.5,559,Steel industry machinery,27
304L 316L Seamless Stainless Steel Pipe,TONS,2536,9307.12,2180.96,Steel industry machinery,27
"Precise Cold Rolled Welding Steel Tubes Galvanized Steel Pipes Carbon Steel Pipe Seamless Steeltube Cold Drawn DIN2391, ASTM A179 Standard",KGS,2.5,9.18,2.15,Steel industry machinery,27
Duplex Stainless Steel Tube and Pipe S31803,KGS,70,256.9,60.2,Steel industry machinery,27
N08904/904L Super Austenitic Stainless Steel Tube/Pipe,TONS,17000,62390,14620,Steel industry machinery,27
Hot Dipped Galvanized Square/Rectangular/Round/Gi Steel Pipe,TONS,620,2275.4,533.2,Steel industry machinery,27
301 304 Hot Rolled Seamless Stainless Steel Pipe,TONS,1800,6606,1548,Steel industry machinery,27
"High Quality Stainless Steel Square Tube, Square Pipe",TONS,3450,12661.5,2967,Steel industry machinery,27
Alloy Steel Pipe for Fluid Pipe,PCS,95,348.65,81.7,Steel industry machinery,27
Factory Price Hot Rolled Seamless Steel Pipe,TONS,700,2569,602,Steel industry machinery,27
Hot Dipped Galvanized Pipe/Square Steel Pipe/Galvanized Pipe,TONS,750,2752.5,645,Steel industry machinery,27
Grade 201 Stainless Steel Welded Tubes and Pipes,TONS,1280,4697.6,1100.8,Steel industry machinery,27
Steel Industry Electric DC Motor 400kw,SETS,1000,3670,860,Steel industry machinery,27
Z Series Middle Sized DC Motor for Steel Industry,PCS,95000,348650,81700,Steel industry machinery,27
Steel Industry Electric DC Motor 400kw,SETS,1000,3670,860,Steel industry machinery,27
DC Motor for Ie Heavy Industries,PCS,98000,359660,84280,Steel industry machinery,27
High Torque Low Speed DC Big 2500kw Industry Motor,SETS,970,3559.9,834.2,Steel industry machinery,27
Z Series Big DC Motor for Plastic Extruder,PCS,90000,330300,77400,Steel industry machinery,27
Steel Industry Rolling Bearing Motor,PCS,30000,110100,25800,Steel industry machinery,27
Z Sereis DC Motor 400 Kw for Industrial Use,PCS,96000,352320,82560,Steel industry machinery,27
Electric DC Motor 310 VDC,PCS,92000,337640,79120,Steel industry machinery,27
UL FM Carbon Galvanziedآ Steelآ Pipe,TONS,500,1835,430,STEEL-PIPE,5
Seamless Carbonآ Steelآ Pipe,TONS,800,2936,688,STEEL-PIPE,5
Q235 Hot Dipped Galvanizedآ Steelآ Pipe,TONS,650,2385.5,559,STEEL-PIPE,5
En 10219 ASTM A500 Welded ERWآ Steelآ Pipe,TONS,800,2936,688,STEEL-PIPE,5
Corrosion Resistant Stainlessآ Steelآ Sheet Pipeآ Bar,TONS,3000,11010,2580,STEEL-PIPE,5
Seamless and Welded Carbonآ Steelآ Pipe,PCS,500,1835,430,STEEL-PIPE,5
Precise Cold Drawn Seamlessآ Steelآ Pipeآ DIN2391,TONS,798,2928.66,686.28,STEEL-PIPE,5
Precision Carbonآ Steelآ Pipeآ for Automobile and motorcycle,TONS,900,3303,774,STEEL-PIPE,5
Big Size Longitudinal Weldedآ Steelآ Pipe,TONS,600,2202,516,STEEL-PIPE,5
Steelآ Wire Spiral Hydraulicآ Pipeآ (SAE100 R9),MS,13.49,49.51,11.6,STEEL-PIPE,5
ERW Galvanizedآ Steelآ Pipeآ Factory,TONS,580,2128.6,498.8,STEEL-PIPE,5
Precised Cold Drawn Seamlessآ Steelآ Pipe,TONS,798,2928.66,686.28,STEEL-PIPE,5
201 304 ERW Stainlessآ Steelآ Seamlessآ Pipe,TONS,2500,9175,2150,STEEL-PIPE,5
API 5L X52ns Psl1/Psl2 Seamlessآ Steelآ Pipe,TONS,650,2385.5,559,STEEL-PIPE,5
304 316 316L 321 Seamless Stainlessآ Steelآ Pipeآ for Decoration,TONS,2000,7340,1720,STEEL-PIPE,5
Dipped Galvanizedآ Steelآ Pipe,TONS,730,2679.1,627.8,STEEL-PIPE,5
ASTM API 5L Black Carbonآ Steelآ Pipe,TONS,500,1835,430,STEEL-PIPE,5
Automatic Non Woven Polyester Wadding Fabric Making Machines / Nonwoven Thermal Bonded Polyester Wadding Machine,PCS,40000,146800,34400,TEXTIL MACHINERY,27
Textile Finishing Machine/Textile Finishing Machinery/ Heat-SETSting Stenter (FSLD),PCS,273000,1001910,234780,TEXTIL MACHINERY,27
Computerized Jacquard Textile Fabric Circular Knitting Machinery (YD-AD11),PCS,15000,55050,12900,TEXTIL MACHINERY,27
Fabric Waste Cutting Machine for Recycling for Jeans/Clothes/Fabric Cotton Textile Waste Waste Yarn Opening Machine Cotton Waste Cleaning Slitter Machine,PCS,3500,12845,3010,TEXTIL MACHINERY,27
Woven Fabric Measuring and Inspection Textile Rolling Machine,SETS,6500,23855,5590,TEXTIL MACHINERY,27
Textile Machine of Knit Open Width Compactor,PCS,115000,422050,98900,TEXTIL MACHINERY,27
Tubular Compactor / Textile Machine / Textile Finishing Machine / Steam/ Electric Oil / Circulation Oil,PCS,49000,179830,42140,TEXTIL MACHINERY,27
Good Service/ High Configuration/ New/ Textile Paper Cone Making Machine,PCS,73500,269745,63210,TEXTIL MACHINERY,27
China Air Jet Cotton Fabric Textile Weaving Machine,PCS,22000,80740,18920,TEXTIL MACHINERY,27
Ce Passed Automatic Textile Dyeing Machine for Cotton Fabric,PCS,10000,36700,8600,TEXTIL MACHINERY,27
Textile Fabric Leather Laser Cutting Machine,PCS,6000,22020,5160,TEXTIL MACHINERY,27
